Frequency_Hz,Power_dBm
6386718.75,-70.6203
6391601.56,-70.5656
6396484.38,-70.5662
6401367.19,-70.5504
6406250.00,-70.5490
6411132.81,-70.4895
6416015.62,-70.4689
6420898.44,-70.5706
6425781.25,-70.6292
6430664.06,-70.5770
6435546.88,-70.4710
6440429.69,-70.5542
6445312.50,-70.4831
6450195.31,-70.5216
6455078.12,-70.5608
6459960.94,-70.5010
6464843.75,-70.5444
6469726.56,-70.6415
6474609.38,-70.6392
6479492.19,-70.5589
6484375.00,-70.5380
6489257.81,-70.5738
6494140.62,-70.5276
6499023.44,-70.5694
6503906.25,-70.5859
6508789.06,-70.5564
6513671.88,-70.5025
6518554.69,-70.5205
6523437.50,-70.6211
6528320.31,-70.6350
6533203.12,-70.5918
6538085.94,-70.5842
6542968.75,-70.5710
6547851.56,-70.4951
6552734.38,-70.4840
6557617.19,-70.4974
6562500.00,-70.5414
6567382.81,-70.5426
6572265.62,-70.5790
6577148.44,-70.5910
6582031.25,-70.4856
6586914.06,-70.4949
6591796.88,-70.4978
6596679.69,-70.5269
6601562.50,-70.5499
6606445.31,-70.5744
6611328.12,-70.5432
6616210.94,-70.4698
6621093.75,-70.5137
6625976.56,-70.5866
6630859.38,-70.5124
6635742.19,-70.5313
6640625.00,-70.4882
6645507.81,-70.4871
6650390.62,-70.5270
6655273.44,-70.5192
6660156.25,-70.4915
6665039.06,-70.5169
6669921.88,-70.5659
6674804.69,-70.5508
6679687.50,-70.5892
6684570.31,-70.5311
6689453.12,-70.4390
6694335.94,-70.4772
6699218.75,-70.5047
6704101.56,-70.4234
6708984.38,-70.3761
6713867.19,-70.5167
6718750.00,-70.5244
6723632.81,-70.5177
6728515.62,-70.5637
6733398.44,-70.5804
6738281.25,-70.5777
6743164.06,-70.6158
6748046.88,-70.5400
6752929.69,-70.5674
6757812.50,-70.5159
6762695.31,-70.4646
6767578.12,-70.5263
6772460.94,-70.5124
6777343.75,-70.5732
6782226.56,-70.5662
6787109.38,-70.5182
6791992.19,-70.5320
6796875.00,-70.5562
6801757.81,-70.5197
6806640.62,-70.5328
6811523.44,-70.4243
6816406.25,-70.4361
6821289.06,-70.4772
6826171.88,-70.5474
6831054.69,-70.5265
6835937.50,-70.5575
6840820.31,-70.5541
6845703.12,-70.4917
6850585.94,-70.4609
6855468.75,-70.4915
6860351.56,-70.5976
6865234.38,-70.6520
6870117.19,-70.4746
6875000.00,-70.5113
6879882.81,-70.4765
6884765.62,-70.5246
6889648.44,-70.5719
6894531.25,-70.6023
6899414.06,-70.5143
6904296.88,-70.5502
6909179.69,-70.5291
6914062.50,-70.5876
6918945.31,-70.5425
6923828.12,-70.4850
6928710.94,-70.4638
6933593.75,-70.4208
6938476.56,-70.5350
6943359.38,-70.5539
6948242.19,-70.5367
6953125.00,-70.5067
6958007.81,-70.4985
6962890.62,-70.4869
6967773.44,-70.5470
6972656.25,-70.5379
6977539.06,-70.4907
6982421.88,-70.5231
6987304.69,-70.5129
6992187.50,-70.4484
6997070.31,-70.4553
7001953.12,-70.4868
7006835.94,-70.5153
7011718.75,-70.5905
7016601.56,-70.6107
7021484.38,-70.5696
7026367.19,-70.5147
7031250.00,-70.5012
7036132.81,-70.5099
7041015.62,-70.5129
7045898.44,-70.5912
7050781.25,-70.4865
7055664.06,-70.4237
7060546.88,-70.4349
7065429.69,-70.4655
7070312.50,-70.4470
7075195.31,-70.5140
7080078.12,-70.5445
7084960.94,-70.5220
7089843.75,-70.6387
7094726.56,-70.6014
7099609.38,-70.5939
7104492.19,-70.5912
7109375.00,-70.4811
7114257.81,-70.4709
7119140.62,-70.5692
7124023.44,-70.4648
7128906.25,-70.5174
7133789.06,-70.5571
7138671.88,-70.6248
7143554.69,-70.5223
7148437.50,-70.5090
7153320.31,-70.5480
7158203.12,-70.5749
7163085.94,-70.5820
7167968.75,-70.5251
7172851.56,-70.5420
7177734.38,-70.5357
7182617.19,-70.5050
7187500.00,-70.4831
7192382.81,-70.5224
7197265.62,-70.4920
7202148.44,-70.5068
7207031.25,-70.5156
7211914.06,-70.5848
7216796.88,-70.5058
7221679.69,-70.5263
7226562.50,-70.5599
7231445.31,-70.4893
7236328.12,-70.4852
7241210.94,-70.5257
7246093.75,-70.5294
7250976.56,-70.5200
7255859.38,-70.5238
7260742.19,-70.5499
7265625.00,-70.5184
7270507.81,-70.4751
7275390.62,-70.5295
7280273.44,-70.5370
7285156.25,-70.5564
7290039.06,-70.5107
7294921.88,-70.4776
7299804.69,-70.5568
7304687.50,-70.6149
7309570.31,-70.5570
7314453.12,-70.5338
7319335.94,-70.5557
7324218.75,-70.5463
7329101.56,-70.4923
7333984.38,-70.5158
7338867.19,-70.5402
7343750.00,-70.5680
7348632.81,-70.5135
7353515.62,-70.5532
7358398.44,-70.5724
7363281.25,-70.5223
7368164.06,-70.5901
7373046.88,-70.5556
7377929.69,-70.5065
7382812.50,-70.4750
7387695.31,-70.5438
7392578.12,-70.4696
7397460.94,-70.5937
7402343.75,-70.5983
7407226.56,-70.4983
7412109.38,-70.4972
7416992.19,-70.5835
7421875.00,-70.5389
7426757.81,-70.5227
7431640.62,-70.5000
7436523.44,-70.5412
7441406.25,-70.5123
7446289.06,-70.5356
7451171.88,-70.5032
7456054.69,-70.5121
7460937.50,-70.4846
7465820.31,-70.4885
7470703.12,-70.5971
7475585.94,-70.5780
7480468.75,-70.5560
7485351.56,-70.5444
7490234.38,-70.5419
7495117.19,-70.4833
7500000.00,-70.5262
7504882.81,-70.4488
7509765.62,-70.4837
7514648.44,-70.4966
7519531.25,-70.5154
7524414.06,-70.5202
7529296.88,-70.5630
7534179.69,-70.5643
7539062.50,-70.5927
7543945.31,-70.5717
7548828.12,-70.5468
7553710.94,-70.5609
7558593.75,-70.5075
7563476.56,-70.4754
7568359.38,-70.5088
7573242.19,-70.5062
7578125.00,-70.5422
7583007.81,-70.4788
7587890.62,-70.4969
7592773.44,-70.4511
7597656.25,-70.5215
7602539.06,-70.5158
7607421.88,-70.6228
7612304.69,-70.6448
7617187.50,-70.5438
7622070.31,-70.5800
7626953.12,-70.5450
7631835.94,-70.5271
7636718.75,-70.5226
7641601.56,-70.5102
7646484.38,-70.4689
7651367.19,-70.5164
7656250.00,-70.4826
7661132.81,-70.3464
7666015.62,-70.3040
7670898.44,-70.2524
7675781.25,-70.2282
7680664.06,-70.1002
7685546.88,-70.0229
7690429.69,-69.8419
7695312.50,-69.8514
7700195.31,-69.9483
7705078.12,-69.9089
7709960.94,-69.9214
7714843.75,-69.9213
7719726.56,-69.9618
7724609.38,-70.0657
7729492.19,-70.1170
7734375.00,-70.2131
7739257.81,-70.4070
7744140.62,-70.4198
7749023.44,-70.3805
7753906.25,-70.4851
7758789.06,-70.5336
7763671.88,-70.5490
7768554.69,-70.5735
7773437.50,-70.5900
7778320.31,-70.5872
7783203.12,-70.5683
7788085.94,-70.5825
7792968.75,-70.5361
7797851.56,-70.5395
7802734.38,-70.5139
7807617.19,-70.5100
7812500.00,-70.5786
7817382.81,-70.5693
7822265.62,-70.5747
7827148.44,-70.5876
7832031.25,-70.6196
7836914.06,-70.5692
7841796.88,-70.4921
7846679.69,-70.5105
7851562.50,-70.5585
7856445.31,-70.5898
7861328.12,-70.6215
7866210.94,-70.5799
7871093.75,-70.5771
7875976.56,-70.5722
7880859.38,-70.5575
7885742.19,-70.5471
7890625.00,-70.6576
7895507.81,-70.6433
7900390.62,-70.6018
7905273.44,-70.5905
7910156.25,-70.5863
7915039.06,-70.6129
7919921.88,-70.5778
7924804.69,-70.5845
7929687.50,-70.6945
7934570.31,-70.6621
7939453.12,-70.6375
7944335.94,-70.5571
7949218.75,-70.6584
7954101.56,-70.6096
7958984.38,-70.5153
7963867.19,-70.6167
7968750.00,-70.6595
7973632.81,-70.6136
7978515.62,-70.5809
7983398.44,-70.6107
7988281.25,-70.5850
7993164.06,-70.5722
7998046.88,-70.4389
8002929.69,-70.5024
8007812.50,-70.6303
8012695.31,-70.5850
8017578.12,-70.5135
8022460.94,-70.4561
8027343.75,-70.4877
8032226.56,-70.5687
8037109.38,-70.5687
8041992.19,-70.5519
8046875.00,-70.5765
8051757.81,-70.5936
8056640.62,-70.6734
8061523.44,-70.6716
8066406.25,-70.6251
8071289.06,-70.5994
8076171.88,-70.6256
8081054.69,-70.5660
8085937.50,-70.6336
8090820.31,-70.6158
8095703.12,-70.5929
8100585.94,-70.5047
8105468.75,-70.5055
8110351.56,-70.5632
8115234.38,-70.6099
8120117.19,-70.5838
8125000.00,-70.5746
8129882.81,-70.6773
8134765.62,-70.6874
8139648.44,-70.5927
8144531.25,-70.5990
8149414.06,-70.6121
8154296.88,-70.6171
8159179.69,-70.6187
8164062.50,-70.6341
8168945.31,-70.6566
8173828.12,-70.6132
8178710.94,-70.6086
8183593.75,-70.5954
8188476.56,-70.5913
8193359.38,-70.6032
8198242.19,-70.6200
8203125.00,-70.6236
8208007.81,-70.6197
8212890.62,-70.6399
8217773.44,-70.5971
8222656.25,-70.6264
8227539.06,-70.6205
8232421.88,-70.5955
8237304.69,-70.5933
8242187.50,-70.6016
8247070.31,-70.5703
8251953.12,-70.6547
8256835.94,-70.6350
8261718.75,-70.6089
8266601.56,-70.6106
8271484.38,-70.4940
8276367.19,-70.5886
8281250.00,-70.6126
8286132.81,-70.6811
8291015.62,-70.7407
8295898.44,-70.6391
8300781.25,-70.6242
8305664.06,-70.6080
8310546.88,-70.6177
8315429.69,-70.6200
8320312.50,-70.6014
8325195.31,-70.6037
8330078.12,-70.6619
8334960.94,-70.6797
8339843.75,-70.6520
8344726.56,-70.5761
8349609.38,-70.5995
8354492.19,-70.6140
8359375.00,-70.7186
8364257.81,-70.7230
8369140.62,-70.6918
8374023.44,-70.6596
8378906.25,-70.6433
8383789.06,-70.6734
8388671.88,-70.6638
8393554.69,-70.5931
8398437.50,-70.6660
8403320.31,-70.6327
8408203.12,-70.6297
8413085.94,-70.6181
8417968.75,-70.6217
8422851.56,-70.6703
8427734.38,-70.6963
8432617.19,-70.5965
8437500.00,-70.5911
8442382.81,-70.5870
8447265.62,-70.5909
8452148.44,-70.6350
8457031.25,-70.5841
8461914.06,-70.5327
8466796.88,-70.5740
8471679.69,-70.6590
8476562.50,-70.6603
8481445.31,-70.6005
8486328.12,-70.7074
8491210.94,-70.6778
8496093.75,-70.6294
8500976.56,-70.5984
8505859.38,-70.6450
8510742.19,-70.6516
8515625.00,-70.6136
8520507.81,-70.6606
8525390.62,-70.6039
8530273.44,-70.5479
8535156.25,-70.6254
8540039.06,-70.6308
8544921.88,-70.6711
8549804.69,-70.6827
8554687.50,-70.6671
8559570.31,-70.5790
8564453.12,-70.5476
8569335.94,-70.5534
8574218.75,-70.6014
8579101.56,-70.5602
8583984.38,-70.5553
8588867.19,-70.6417
8593750.00,-70.5497
8598632.81,-70.5531
8603515.62,-70.6097
8608398.44,-70.6003
8613281.25,-70.6352
8618164.06,-70.6104
8623046.88,-70.6074
8627929.69,-70.5912
8632812.50,-70.5644
8637695.31,-70.5820
8642578.12,-70.5804
8647460.94,-70.5717
8652343.75,-70.5300
8657226.56,-70.5291
8662109.38,-70.5207
8666992.19,-70.5647
8671875.00,-70.5444
8676757.81,-70.6124
8681640.62,-70.5892
8686523.44,-70.6194
8691406.25,-70.6230
8696289.06,-70.6148
8701171.88,-70.6566
8706054.69,-70.5891
8710937.50,-70.5505
8715820.31,-70.6393
8720703.12,-70.6266
8725585.94,-70.6470
8730468.75,-70.6813
8735351.56,-70.6314
8740234.38,-70.6059
8745117.19,-70.6064
8750000.00,-70.6405
8754882.81,-70.5345
8759765.62,-70.5591
8764648.44,-70.6481
8769531.25,-70.7177
8774414.06,-70.6655
8779296.88,-70.7220
8784179.69,-70.6587
8789062.50,-70.6601
8793945.31,-70.6264
8798828.12,-70.5718
8803710.94,-70.5958
8808593.75,-70.6443
8813476.56,-70.6195
8818359.38,-70.5484
8823242.19,-70.5966
8828125.00,-70.6031
8833007.81,-70.5809
8837890.62,-70.6239
8842773.44,-70.6474
8847656.25,-70.6432
8852539.06,-70.6391
8857421.88,-70.6780
8862304.69,-70.5584
8867187.50,-70.5800
8872070.31,-70.6041
8876953.12,-70.6147
8881835.94,-70.6469
8886718.75,-70.6359
8891601.56,-70.5540
8896484.38,-70.5717
8901367.19,-70.6339
8906250.00,-70.6180
8911132.81,-70.6005
8916015.62,-70.6289
8920898.44,-70.5754
8925781.25,-70.5304
8930664.06,-70.5413
8935546.88,-70.5325
8940429.69,-70.6106
8945312.50,-70.6565
8950195.31,-70.6210
8955078.12,-70.6241
8959960.94,-70.6662
8964843.75,-70.5814
8969726.56,-70.5643
8974609.38,-70.5921
8979492.19,-70.6298
8984375.00,-70.6384
8989257.81,-70.5917
8994140.62,-70.5066
8999023.44,-70.5853
9003906.25,-70.5861
9008789.06,-70.4947
9013671.88,-70.5509
9018554.69,-70.5898
9023437.50,-70.5699
9028320.31,-70.6015
9033203.12,-70.5345
9038085.94,-70.5441
9042968.75,-70.5112
9047851.56,-70.4868
9052734.38,-70.4791
9057617.19,-70.5136
9062500.00,-70.5995
9067382.81,-70.6167
9072265.62,-70.5949
9077148.44,-70.5723
9082031.25,-70.5212
9086914.06,-70.5772
9091796.88,-70.5757
9096679.69,-70.6113
9101562.50,-70.5938
9106445.31,-70.5494
9111328.12,-70.5504
9116210.94,-70.6106
9121093.75,-70.5991
9125976.56,-70.6329
9130859.38,-70.6382
9135742.19,-70.6417
9140625.00,-70.6357
9145507.81,-70.6450
9150390.62,-70.6211
9155273.44,-70.5429
9160156.25,-70.5300
9165039.06,-70.5333
9169921.88,-70.5625
9174804.69,-70.6344
9179687.50,-70.5361
9184570.31,-70.4880
9189453.12,-70.5485
9194335.94,-70.5728
9199218.75,-70.4945
9204101.56,-70.5708
9208984.38,-70.6605
9213867.19,-70.6993
9218750.00,-70.5692
9223632.81,-70.5862
9228515.62,-70.5363
9233398.44,-70.6487
9238281.25,-70.5805
9243164.06,-70.5281
9248046.88,-70.5706
9252929.69,-70.5342
9257812.50,-70.5833
9262695.31,-70.5927
9267578.12,-70.5552
9272460.94,-70.5830
9277343.75,-70.5952
9282226.56,-70.5886
9287109.38,-70.5939
9291992.19,-70.6110
9296875.00,-70.5080
9301757.81,-70.5510
9306640.62,-70.5850
9311523.44,-70.5196
9316406.25,-70.4704
9321289.06,-70.5282
9326171.88,-70.5289
9331054.69,-70.5362
9335937.50,-70.5224
9340820.31,-70.4971
9345703.12,-70.5183
9350585.94,-70.5470
9355468.75,-70.6103
9360351.56,-70.6617
9365234.38,-70.6357
9370117.19,-70.5057
9375000.00,-70.5500
9379882.81,-70.5689
9384765.62,-70.5476
9389648.44,-70.5501
9394531.25,-70.4769
9399414.06,-70.4612
9404296.88,-70.4708
9409179.69,-70.5592
9414062.50,-70.6307
9418945.31,-70.5412
9423828.12,-70.5090
9428710.94,-70.5752
9433593.75,-70.5094
9438476.56,-70.4959
9443359.38,-70.5679
9448242.19,-70.5088
9453125.00,-70.6263
9458007.81,-70.6459
9462890.62,-70.6382
9467773.44,-70.5592
9472656.25,-70.5589
9477539.06,-70.5385
9482421.88,-70.5182
9487304.69,-70.5235
9492187.50,-70.6375
9497070.31,-70.5730
9501953.12,-70.5225
9506835.94,-70.5078
9511718.75,-70.5753
9516601.56,-70.5309
9521484.38,-70.4625
9526367.19,-70.6024
9531250.00,-70.6180
9536132.81,-70.5089
9541015.62,-70.5158
9545898.44,-70.5642
9550781.25,-70.5026
9555664.06,-70.5253
9560546.88,-70.5621
9565429.69,-70.5526
9570312.50,-70.5319
9575195.31,-70.4594
9580078.12,-70.4261
9584960.94,-70.4313
9589843.75,-70.4011
9594726.56,-70.4266
9599609.38,-70.5535
9604492.19,-70.5896
9609375.00,-70.4594
9614257.81,-70.4795
9619140.62,-70.5395
9624023.44,-70.4591
9628906.25,-70.5247
9633789.06,-70.6018
9638671.88,-70.5419
9643554.69,-70.5182
9648437.50,-70.5409
9653320.31,-70.5086
9658203.12,-70.4815
9663085.94,-70.4952
9667968.75,-70.5293
9672851.56,-70.5476
9677734.38,-70.4949
9682617.19,-70.5040
9687500.00,-70.5110
9692382.81,-70.5805
9697265.62,-70.4986
9702148.44,-70.5233
9707031.25,-70.5360
9711914.06,-70.5190
9716796.88,-70.3774
9721679.69,-70.4567
9726562.50,-70.4965
9731445.31,-70.5254
9736328.12,-70.5151
9741210.94,-70.5216
9746093.75,-70.5675
9750976.56,-70.5509
9755859.38,-70.4737
9760742.19,-70.5200
9765625.00,-70.5245
9770507.81,-70.4989
9775390.62,-70.4212
9780273.44,-70.4349
9785156.25,-70.5275
9790039.06,-70.5636
9794921.88,-70.4920
9799804.69,-70.5006
9804687.50,-70.5774
9809570.31,-70.6401
9814453.12,-70.5994
9819335.94,-70.5701
9824218.75,-70.4992
9829101.56,-70.5127
9833984.38,-70.5044
9838867.19,-70.5091
9843750.00,-70.5237
9848632.81,-70.5556
9853515.62,-70.4946
9858398.44,-70.5065
9863281.25,-70.5264
9868164.06,-70.5424
9873046.88,-70.5747
9877929.69,-70.5355
9882812.50,-70.4799
9887695.31,-70.4390
9892578.12,-70.5314
9897460.94,-70.5255
9902343.75,-70.4820
9907226.56,-70.5012
9912109.38,-70.4888
9916992.19,-70.4970
9921875.00,-70.5170
9926757.81,-70.4795
9931640.62,-70.4849
9936523.44,-70.4691
9941406.25,-70.5555
9946289.06,-70.5410
9951171.88,-70.5404
9956054.69,-70.5102
9960937.50,-70.5352
9965820.31,-70.4856
9970703.12,-70.4963
9975585.94,-70.5594
9980468.75,-70.5532
9985351.56,-70.5276
9990234.38,-70.5229
9995117.19,-70.5124
